,AppID,Name,Peak CCU,Required age,Price,DLC count,Supported languages,Metacritic score,Positive,Negative,sum_column,Average playtime forever,Median playtime forever,Developers,Publishers,Categories,Genres,Tags,Rank
923,1787090,MyDockFinder,2529,0,3.99,0,"['English', 'French', 'German', 'Russian', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Korean', 'Spanish - Spain', 'Italian', 'Ukrainian', 'Dutch', 'Portuguese', 'Swedish', 'Thai', 'Portuguese - Brazil', 'Greek']",0,1248,416,1664,2462,4877,MyDockFinder,MyDockFinder,"Steam Achievements,Steam Workshop,Steam Cloud",Utilities,"Utilities,Software,Indie",1876
989,1139900,Ghostrunner,335,17,29.99,7,"['English', 'French', 'Italian', 'German', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Korean', 'Traditional Chinese', 'Spanish - Spain', 'Ukrainian']",81,38750,3491,42241,499,479,"One More Level,3D Realms,Slipgate Ironworks™,All in! Games",505 Games,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud",Action,"Action,Cyberpunk,Fast-Paced,First-Person,Singleplayer,Difficult,Swordplay,Futuristic,Violent,Sci-fi,Hack and Slash,Action-Adventure,Great Soundtrack,Adventure,Combat,Post-apocalyptic,Fighting,Strategy,Shooter,Interactive Fiction",1877
1977,1658040,I Am Future: Cozy Apocalypse Survival,161,0,14.99,2,"['English', 'French', 'German', 'Spanish - Spain', 'Russian', 'Simplified Chinese', 'Japanese', 'Korean', 'Portuguese - Brazil']",0,989,93,1082,153,153,Mandragora,tinyBuild,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Simulation,Strategy,Early Access","Early Access,3D,Open World Survival Craft,Survival,Base-Building,Exploration,Building,Crafting,Sci-fi,Fishing,Life Sim,Colorful,Character Customization,Funny,Cooking,Relaxing,Casual,Simulation,Futuristic,Family Friendly",1879
1030,1292170,Krush Kill 'N Destroy Xtreme,2,0,6.99,0,['English'],0,89,28,117,26,26,"Beam Software Pty., Ltd.",Ziggurat,"Single-player,Multi-player,PvP,LAN PvP",Strategy,"Strategy,RTS,Sci-fi,Retro,FMV,Classic",1880
234,1433570,Car Detailing Simulator,28,0,15.99,1,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Korean', 'Polish', 'Russian', 'Simplified Chinese', 'Turkish', 'Traditional Chinese', 'Portuguese - Brazil']",0,309,86,395,623,991,"Games Incubator,GameFormatic S.A.","Games Incubator,PlayWay S.A.","Single-player,Steam Achievements,Full controller support","Casual,Indie,Racing,Simulation","Simulation,Automobile Sim,Singleplayer,Realistic,Design & Illustration,Racing,Indie,Casual,3D,Driving,Experimental,Building,Management,Immersive Sim,Education,Colorful,First-Person,Family Friendly,Retro,Stylized",1881
211,24400,King Arthur - The Role-playing Wargame,5,0,2.49,4,['English'],0,373,160,533,52,62,NeocoreGames,Paradox Interactive,"Single-player,Multi-player","RPG,Strategy","Strategy,RPG,Fantasy,Turn-Based,Real-Time with Pause,Singleplayer,Grand Strategy,Medieval,Turn-Based Strategy",1882
473,474210,BUTCHER,3,0,9.99,2,"['English', 'French', 'German', 'Spanish - Spain', 'Portuguese', 'Portuguese - Brazil']",70,876,136,1012,196,305,"Phobia Game Studio,Transhuman Design","Crunching Koalas,Transhuman Design","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Steam Leaderboards,Includes level editor","Action,Indie","Action,Gore,Indie,Pixel Graphics,2D,Violent,Difficult,Shooter,Platformer,Dark,Retro,Great Soundtrack,Singleplayer,Villain Protagonist,Controller,Arcade,Action-Adventure,Adventure,Side Scroller,Horror",1883
427,228300,Remember Me,26,16,29.99,1,"['English', 'German', 'French', 'Italian', 'Russian', 'Polish', 'Portuguese - Brazil', 'Spanish - Spain', 'Simplified Chinese', 'Traditional Chinese']",65,11697,2365,14062,352,208,DONTNOD Entertainment,Capcom,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on TV","Action,Adventure","Cyberpunk,Action,Female Protagonist,Sci-fi,Third Person,Adventure,Story Rich,Singleplayer,Great Soundtrack,Atmospheric,Dystopian,Futuristic,Beat 'em up,Parkour,Linear,Beautiful,Action-Adventure,Hack and Slash,Fighting,Platformer",1884
771,799870,Neko Dungeon | 喵酱迷城 | 喵醬迷城 | ねこダンジョン,0,0,7.99,2,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",0,27,20,47,7,7,TK Studio,TK Studio,"Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards","Adventure,Indie,RPG,Strategy","JRPG,Sexual Content,Rogue-lite,Hidden Object,Strategy,Anime,Pixel Graphics,Nudity,NSFW,Female Protagonist,Mature,Rogue-like,Clicker,Hentai,RPG,Mystery Dungeon,Dungeon Crawler,Choices Matter,Retro,Singleplayer",1885
2209,2635930,Snowman Story,0,0,3.99,1,"['English', 'French', 'Italian', 'Indonesian', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese', 'Turkish', 'Vietnamese', 'Russian']",0,0,0,0,0,0,Odencat,Odencat,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Adventure,Casual,Indie","Adventure,Casual,Indie",1886
223,1771070,Midnight Scenes: The Nanny,0,0,3.59,1,['English'],0,88,2,90,0,0,Octavi Navarro,Octavi Navarro,"Single-player,Steam Achievements","Adventure,Casual,Indie","Adventure,Indie,Psychological Horror,Horror,Point & Click,Sci-fi,Cute,Pixel Graphics,Narrative,Mystery,Story Rich,Thriller,Supernatural,Dark,Atmospheric,Colorful,1980s,Old School,Retro,Singleplayer",1887
1719,2212330,Your Only Move Is HUSTLE,2650,0,4.99,0,['English'],0,1283,37,1320,153,175,Ivy Sly,Ivy Sly,"Single-player,Multi-player,PvP,Online PvP,LAN PvP","Action,Indie,Simulation,Strategy","2D Fighter,Turn-Based Strategy,Action,Strategy,Spectacle fighter,Turn-Based Tactics,Sandbox,Simulation,2D,Side Scroller,Pixel Graphics,Anime,Solitaire,Cartoon,Cinematic,Cartoony,Colorful,Hand-drawn,Cute,Minimalist",1888
1722,2197760,Midnight Scenes: From the Woods,11,0,4.49,1,['English'],0,13,2,15,0,0,Octavi Navarro,Octavi Navarro,"Single-player,Steam Achievements","Adventure,Indie","Adventure,Horror,Pixel Graphics,Dark,Drama,Atmospheric,Emotional,LGBTQ+,Mystery,Supernatural,Story Rich,Thriller,Singleplayer,Indie,Narrative,Retro,1990's,Old School,Psychological Horror,Point & Click",1889
1165,237740,Angry Video Game Nerd Adventures,1,0,4.99,1,['English'],77,2727,347,3074,107,136,FreakZone Games,Screenwave Media,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards","Action,Adventure,Indie","Platformer,Indie,Action,Difficult,Adventure,Retro,Comedy,Pixel Graphics,Singleplayer,Great Soundtrack,2D,Funny,Memes,Side Scroller,Satire,Controller,Old School,Nudity,Parody,Gore",1890
818,305380,Blue Estate The Game,3,0,12.99,0,"['English', 'French', 'German', 'Spanish - Spain']",59,1275,125,1400,492,502,HE SAW,HE SAW,"Single-player,Multi-player,Shared/Split Screen,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Steam Leaderboards,Remote Play Together",Action,"On-Rails Shooter,Action,Comedy,Quick-Time Events,FPS,First-Person,Singleplayer,Co-op,Shooter,Local Co-Op,Dark Humor,Funny,Arcade,Nudity,Short",1891
505,1730360,I'm on Observation Duty 4,30,0,4.99,0,['English'],0,385,6,391,352,352,Notovia,Notovia,"Single-player,Steam Achievements",Indie,"Psychological Horror,Horror,Psychological,Mystery,Puzzle,Sokoban,Strategy,Investigation,Atmospheric,3D,Hidden Object,Surreal,Lovecraftian,Logic,Casual,Dark,Survival Horror,Tabletop,Supernatural,Nonlinear",1892
564,452420,Koihime Enbu 恋姫†演武,2,0,4.99,1,"['English', 'Japanese']",68,247,41,288,234,234,"UNKNOWN GAMES,M2 Co.,LTD",Komodo,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on TV,Remote Play Together",Action,"Action,Anime,2D Fighter,Fighting,Female Protagonist,Arcade,Nudity,Competitive,Great Soundtrack",1893
1867,1536980,Glass Masquerade 3: Honeylines,160,0,4.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",0,106,8,114,0,0,Onyx Lute,Onyx Lute,"Single-player,Steam Achievements,Steam Cloud","Casual,Indie","Puzzle,2D,Relaxing,Casual,Colorful,Family Friendly,Logic,Atmospheric,Nature,Modern,Retro,Singleplayer,Sequel,Soundtrack,Indie",1894
1892,1597720,Feed All Monsters,17,0,2.39,0,"['English', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil', 'Korean', 'Simplified Chinese', 'German', 'Spanish - Latin America']",0,45,0,45,0,0,DU&I,DU&I,"Single-player,Steam Achievements,Steam Cloud","Casual,Indie","Puzzle,Wholesome,Cozy,Relaxing,Casual,Cute,2D,Funny,Cartoony,Colorful,Hand-drawn,Minimalist,Sokoban,Stylized,Family Friendly,Logic,Atmospheric,Grid-Based Movement,Adventure,Singleplayer",1895
479,1027820,Hand Simulator: Horror,1,0,2.99,0,['English'],0,496,190,686,351,628,HFM Games,HFM Games,"Single-player,Multi-player,Co-op,Online Co-op","Action,Adventure,Indie,Massively Multiplayer,Simulation","Simulation,Multiplayer,Survival Horror,Physics,Dark,Realistic,Hidden Object,Horror,Open World,Survival,Co-op,Atmospheric,First-Person,Open World Survival Craft,Thriller,Singleplayer,Online Co-Op,Exploration,Investigation,3D",1896
2230,2727020,Orc's Bride,1,0,4.24,0,"['English', 'Korean', 'Japanese', 'German', 'Russian', 'Spanish - Spain', 'Simplified Chinese', 'French', 'Traditional Chinese']",0,12,1,13,0,0,nStarcube,nStarcube,"Single-player,Steam Achievements","Action,Indie","Action,Hack and Slash,Beat 'em up,3D Fighter,Female Protagonist,Dark Comedy,Combat,Swordplay,Spectacle fighter,3D,Indie,Third Person,Colorful,Realistic,Funny,Singleplayer,Musou",1897
863,356650,Death's Gambit: Afterlife,76,0,19.99,2,"['English', 'French', 'Italian', 'German', 'Portuguese - Brazil', 'Spanish - Latin America', 'Russian', 'Japanese', 'Korean', 'Simplified Chinese', 'Traditional Chinese']",81,3355,764,4119,300,185,White Rabbit,Serenity Forge,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Remote Play on TV","Action,Adventure,Indie,RPG","Souls-like,Metroidvania,RPG,Pixel Graphics,Action,Dark Fantasy,Indie,2D,Adventure,Platformer,Difficult,Action RPG,Singleplayer,Atmospheric,Side Scroller,Fantasy,Great Soundtrack,Story Rich,Controller,Replay Value",1898
263,207610,The Walking Dead,144,17,14.99,1,"['English', 'French', 'Italian', 'German', 'Spanish - Spain']",82,56197,1732,57929,651,525,Telltale Games,Skybound Games,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards",Adventure,"Zombies,Adventure,Story Rich,Point & Click,Episodic,Singleplayer,Choices Matter,Drama,Horror,Emotional,Mature,Atmospheric,Choose Your Own Adventure,Comic Book,Post-apocalyptic,Survival,Quick-Time Events,Gore,Action,Third Person",1899
1887,1707550,Granny 3,10,0,4.99,0,['English'],0,377,36,413,0,0,DVloper,DVloper,Single-player,"Adventure,Indie","Adventure,Horror,First-Person,Action,Puzzle,Comedy,Dark,Stealth,Funny,Singleplayer,Indie,Survival Horror,Gore,Tactical,Violent,Survival,Multiplayer",1900
929,1035510,Ultimate Zombie Defense,10,0,4.99,1,"['English', 'German', 'Spanish - Spain', 'Russian', 'Simplified Chinese', 'Dutch', 'French', 'Italian', 'Polish', 'Portuguese', 'Portuguese - Brazil', 'Spanish - Latin America', 'Traditional Chinese', 'Turkish', 'Japanese', 'Korean']",0,1084,151,1235,668,887,Terror Dog Studio,Terror Dog Studio,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Steam Cloud,Steam Leaderboards","Action,Adventure,Casual,Strategy","Action,Casual,Zombies,Online Co-Op,Gore,Adventure,Strategy,Co-op,Shooter,Survival,Violent,Multiplayer,Top-Down Shooter,Tower Defense,Singleplayer,Top-Down,Team-Based,Survival Horror,Great Soundtrack,Difficult",1901
852,261700,Eryi's Action,1,0,4.99,0,['English'],0,1187,166,1353,167,179,Xtal Sword,Xtal Sword,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Action,Indie","Platformer,Indie,Anime,Difficult,Action,Puzzle,Cute,Female Protagonist,Singleplayer,2D,Comedy,Side Scroller,Casual,Adventure",1902
68,968350,Hotel Sowls,1,0,4.99,1,"['Korean', 'English', 'Japanese']",0,451,14,465,191,191,Studio Sott,Studio Sott,"Single-player,Steam Achievements,Steam Cloud","Adventure,Indie","Indie,Adventure,Mystery,Puzzle,Point & Click,2D",1903
1889,1709080,Dating Simulator,18,0,3.99,0,"['English', 'French', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Polish', 'Portuguese - Portugal', 'Russian', 'Turkish', 'Japanese', 'Korean']",0,15,11,26,0,0,piratecat games,Cheesecake Dev,"Single-player,Steam Achievements","Indie,Simulation","Simulation,Immersive Sim,Dating Sim,3D,Realistic,Memes,Romance,Choices Matter,Fishing,Comedy,Funny,Cute,Relaxing,Open World,Driving,Atmospheric,Multiple Endings,Female Protagonist,Character Customization,Anime",1904
1160,518030,Aim Hero,49,0,4.99,0,"['English', 'Simplified Chinese', 'Korean', 'Russian', 'Japanese']",0,5136,847,5983,1195,120,ProGames Studio,ProGames Studio,"Single-player,Partial Controller Support","Action,Early Access","FPS,Shooter,Singleplayer,e-sports,Early Access,Action,Fast-Paced,Score Attack,Competitive,Simulation,Difficult,First-Person,Casual,Multiplayer",1905
53,296770,Real Boxing™,7,0,4.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",0,796,457,1253,188,156,Vivid Games S.A.,Vivid Games S.A.,"Single-player,Multi-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards",Sports,"Sports,Boxing,Fighting,Simulation,Arcade,Multiplayer,Action,Indie",1906
1633,1881120,Titan Station,14,0,14.99,0,"['English', 'French', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Simplified Chinese', 'Russian', 'Polish']",0,17,0,17,0,0,Joakim Larsen,Joakim Larsen,"Single-player,Partial Controller Support","Adventure,Casual,Indie","Walking Simulator,Mystery,Story Rich,Conversation,Sci-fi,Atmospheric,Casual,Thriller,Short,Singleplayer,First-Person,Exploration,Narration,3D,Indie,Adventure,Retro",1907
686,451340,Gold Rush: The Game,538,0,9.99,2,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Portuguese', 'Russian', 'Japanese', 'Simplified Chinese', 'Norwegian', 'Turkish', 'Dutch']",0,8654,3415,12069,1417,1120,Code Horizon,"Code Horizon,PlayWay S.A.","Single-player,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Steam Leaderboards","Indie,Simulation","Simulation,Mining,Singleplayer,Realistic,Open World,Indie,Driving,Sandbox,Economy,Building,First-Person,Exploration,Strategy,Automobile Sim,Management,Adventure,Funny,Relaxing,Casual,Difficult",1908
643,741990,Wild Animal Sports Day,0,0,3.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese', 'Portuguese - Brazil', 'Romanian', 'Russian', 'Simplified Chinese', 'Swedish', 'Thai', 'Turkish', 'Ukrainian']",0,233,22,255,0,0,Paul Bird,Marjupi Games,"Single-player,Steam Achievements,Full controller support","Action,Casual,Indie,Simulation,Sports","Psychological Horror,Sexual Content,Nudity,Cold War,Sports,Simulation,Indie,Action,Casual,Gore,Anime,Dating Sim,Memes,Illuminati,World War II,Horror,Cult Classic,Great Soundtrack,Story Rich,Atmospheric",1909
2233,2633340,VARDIA,0,0,4.49,0,"['English', 'French', 'Italian', 'German', 'Japanese', 'Korean', 'Spanish - Latin America', 'Polish', 'Portuguese - Portugal', 'Russian', 'Turkish', 'Simplified Chinese']",0,5,5,10,0,0,2Kek Games Bilisim Teknolojileri Anonim Sirketi,2Kek Games Bilisim Teknolojileri Anonim Sirketi,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud","Action,Indie,Simulation","1980s,Cooking,Horror,Dark,Psychological,Simulation,Psychological Horror,Thriller,Multiple Endings,Interactive Fiction,Immersive Sim,Life Sim,1990's,FPS,First-Person,Realistic,Text-Based,Hidden Object,Cinematic,Female Protagonist",1910
620,717640,Reigns: Her Majesty,5,0,2.99,2,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Korean']",81,887,152,1039,162,183,"Nerial,Synaptic Insight Technology Systems",Devolver Digital,"Single-player,Steam Achievements,Partial Controller Support","Casual,Indie,Simulation","Indie,Life Sim,Female Protagonist,Casual,Choices Matter,Card Game,Simulation,Strategy,Medieval,Choose Your Own Adventure,Funny,Dark Humor,Dark Comedy,Adventure,Comedy,Singleplayer",1911
2197,2677310,GRIDROAD,0,0,4.99,0,['English'],0,24,0,24,0,0,RAJACORP,RAJACORP,Single-player,"Indie,Simulation,Strategy,Early Access","Simulation,Strategy,Transportation,Puzzle,Building,City Builder,Logic,Score Attack,Grid-Based Movement,Early Access,Colorful,Indie,Singleplayer,Driving,Pixel Graphics,2D",1912
1561,2110510,DREAM LOGIC,6,0,4.49,0,['English'],0,31,3,34,0,0,Teleopsia Games,Teleopsia Games,Single-player,"Adventure,Indie","Adventure,Psychological Horror,Atmospheric,Exploration,Horror,Mystery,Puzzle,Singleplayer,Indie,Walking Simulator,First-Person,Action-Adventure,Story Rich,Linear,Relaxing,PvE,3D,1990's,1980s,Investigation",1913
1683,2216960,Super Psycho Baseball,3,0,4.99,0,['English'],0,65,2,67,0,0,internetcharles,Giant Scam Industries,Single-player,"Action,Sports,Early Access","Sports,Baseball,Rogue-like,Funny,Arcade,Action Roguelike,Cartoon,Cartoony,Voxel,Action,3D,Casual,Pixel Graphics,Comedy,Dark Humor,Physics,Singleplayer,Early Access",1914
1672,2203990,Commando Hero,0,0,2.39,0,['English'],0,0,0,0,0,0,Ismail Avci,Ismail Avci,Single-player,"Casual,Indie,Early Access","Casual,Indie,Early Access",1915
2067,2671970,My Suika - Watermelon Game,1386,0,0.89,0,"['English', 'Japanese']",0,0,0,0,0,0,Watashi Games,Watashi Games,"Single-player,In-App Purchases,Partial Controller Support","Casual,Indie,Simulation,Strategy","Casual,Indie,Simulation,Strategy",1916
109,38120,Farm Frenzy,2,0,4.99,0,['English'],0,52,3,55,1340,1340,Alawar,iWin,Single-player,Casual,"Farming Sim,Casual,Agriculture,Time Management",1917
1233,2270,Wolfenstein 3D,16,0,4.99,0,['English'],0,2740,170,2910,104,42,id Software,Bethesda-Softworks,"Single-player,Steam Cloud",Action,"FPS,Classic,Action,World War II,Retro,1990's,Singleplayer,Old School,First-Person,Shooter,Pixel Graphics,Moddable,2.5D,Cult Classic,Difficult,War,Gore,Nostalgia,Great Soundtrack,Adventure",1918
348,1706210,Reloader: test_subject,0,0,0.99,0,"['English', 'Korean', 'Russian']",0,119,7,126,0,0,Nevertheless Studio,PsychoFlux Entertainment,"Single-player,Steam Achievements,Steam Cloud","Action,Free to Play,Indie,Simulation,Strategy","Side Scroller,Shoot 'Em Up,Real Time Tactics,Beat 'em up,Difficult,Shooter,Voxel,Strategy,2D,2.5D,Noir,Cyberpunk,Action,Simulation,Pixel Graphics,Indie,Tactical,Singleplayer,2D Platformer,Hack and Slash",1919
256,33680,eversion,2,0,4.99,0,['English'],0,1090,104,1194,87,134,Zaratustra Productions,Zaratustra Productions,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Leaderboards",Indie,"Platformer,Indie,Horror,Short,Lovecraftian,2D,Singleplayer,Pixel Graphics,Cute,Dark,Puzzle,Retro,Side Scroller,Multiple Endings,Difficult,Psychological Horror,Colorful,Atmospheric",1920
2167,2562240,Only Up!,3,0,4.99,0,['English'],0,14,137,151,0,0,MoreMoto Games,MoreMoto Games,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op","Action,Casual,Indie,Massively Multiplayer,Simulation","Indie,Multiplayer,Character Customization,Funny,Simulation,Casual,Runner,PvP,Realistic,Arcade,3D,Third Person,Atmospheric,Space,Logic,Relaxing,Tactical,Emotional,Massively Multiplayer,Linear",1921
